RecordId,Time,Provider,Level,EventId,Message
281,6/23/2025 1:10:22 AM,Microsoft-Windows-Kernel-PnP,2,411,Device ACPI\AMDI0010\0 had a problem starting. Driver Name: oem1.inf Class Guid: {4d36e97d-e325-11ce-bfc1-08002be10318} Service: amdi2c Lower Filters:  Upper Filters:  Problem: 0x15 Problem Status: 0x0
273,6/23/2025 1:03:02 AM,Microsoft-Windows-Kernel-PnP,2,411,Device PCI\VEN_10DE&DEV_2520&SUBSYS_107C1043&REV_A1\4&1ba6dc09&0&0009 had a problem starting. Driver Name: display.inf Class Guid: {4d36e968-e325-11ce-bfc1-08002be10318} Service: BasicDisplay Lower Filters:  Upper Filters:  Problem: 0x1F Problem Status: 0xC01E0438
55,6/23/2025 1:02:43 AM,Microsoft-Windows-Kernel-PnP,2,411,Device PCI\VEN_1022&DEV_1634&SUBSYS_16021043&REV_00\3&11583659&0&12 had a problem starting. Driver Name: pci.inf Class Guid: {4d36e97d-e325-11ce-bfc1-08002be10318} Service: pci Lower Filters:  Upper Filters:  Problem: 0x33 Problem Status: 0x0
53,6/23/2025 1:02:43 AM,Microsoft-Windows-Kernel-PnP,2,411,Device PCI\VEN_1022&DEV_1634&SUBSYS_16021043&REV_00\3&11583659&0&11 had a problem starting. Driver Name: pci.inf Class Guid: {4d36e97d-e325-11ce-bfc1-08002be10318} Service: pci Lower Filters:  Upper Filters:  Problem: 0x33 Problem Status: 0x0
278,6/23/2025 1:10:19 AM,Microsoft-Windows-Kernel-PnP,3,403,"Device ACPI\AMDI0030\0 requires a system reboot to complete configuration. Driver Name: oem0.inf Class Guid: {4d36e97d-e325-11ce-bfc1-08002be10318} Driver Date: 03/11/2020 Driver Version: 2.2.0.130 Driver Provider: Advanced Micro Devices, Inc Driver Section: GPIO_Inst.NT Driver Rank: 0xFF0001 Matching Device Id: ACPI\AMDI0030 Outranked Drivers: amdgpio2.inf:ACPI\AMDI0030:00FF0001 amdgpio2.inf:ACPI\AMDI0030:00FF2000 oem0.inf:ACPI\AMDI0030:00FF2000 Device Updated: true Status: 0x0 Parent Device: ACPI_HAL\PNP0C08\0"
115,6/23/2025 1:02:49 AM,Microsoft-Windows-Kernel-PnP,3,403,Device ROOT\VOLMGR\0000 requires a system reboot to complete configuration. Driver Name: volmgr.inf Class Guid: {4d36e97d-e325-11ce-bfc1-08002be10318} Driver Date: 06/21/2006 Driver Version: 10.0.18362.1 Driver Provider: Microsoft Driver Section: Volmgr Driver Rank: 0xFF0000 Matching Device Id: ROOT\VOLMGR Outranked Drivers:  Device Updated: false Status: 0x0 Parent Device: HTREE\ROOT\0
1,6/23/2025 1:02:43 AM,Microsoft-Windows-Kernel-PnP,3,403,Device ROOT\ACPI_HAL\0000 requires a system reboot to complete configuration. Driver Name: hal.inf Class Guid: {4d36e966-e325-11ce-bfc1-08002be10318} Driver Date: 06/21/2006 Driver Version: 10.0.18362.1 Driver Provider: Microsoft Driver Section: ACPI_AMD64_HAL Driver Rank: 0xFF0000 Matching Device Id: acpiapic Outranked Drivers:  Device Updated: false Status: 0x0 Parent Device: HTREE\ROOT\0
