RecordId,Time,Provider,Level,EventId,Message
12,6/23/2025 1:04:15 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\Microsoft\Windows\DeviceGuard : SELECT AvailableSecurityProperties FROM Win32_DeviceGuard ; ResultCode = 0x80041032; PossibleCause = Unknown
13,6/23/2025 1:04:15 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\Microsoft\Windows\DeviceGuard : SELECT SecurityServicesRunning FROM Win32_DeviceGuard ; ResultCode = 0x80041032; PossibleCause = Unknown
14,6/23/2025 1:04:15 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\Microsoft\Windows\DeviceGuard : SELECT SecurityServicesRunning FROM Win32_DeviceGuard ; ResultCode = 0x80041032; PossibleCause = Unknown
15,6/23/2025 1:04:15 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\Microsoft\Windows\DeviceGuard : SELECT SecurityServicesConfigured FROM Win32_DeviceGuard ; ResultCode = 0x80041032; PossibleCause = Unknown
16,6/23/2025 1:04:15 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\Microsoft\Windows\DeviceGuard : SELECT RequiredSecurityProperties FROM Win32_DeviceGuard ; ResultCode = 0x80041032; PossibleCause = Unknown
17,6/23/2025 1:04:15 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\Microsoft\Windows\DeviceGuard : SELECT AvailableSecurityProperties FROM Win32_DeviceGuard ; ResultCode = 0x80041032; PossibleCause = Unknown
18,6/23/2025 1:04:15 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\CIMV2 : SELECT SMBIOSAssetTag FROM Win32_SystemEnclosure ; ResultCode = 0x80041032; PossibleCause = Unknown
19,6/23/2025 1:04:17 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {7780690D-A5F3-4F63-8039-F4E46941D31C}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2712; Component = Unknown; Operation = Start IWbemServices::DeleteInstance - Root\Rsop\Computer : RSOP_ExtensionStatus.extensionGuid=""{35378EAC-683F-11D2-A89A-00C04FBBCFA2}""; ResultCode = 0x80041002; PossibleCause = Unknown
20,6/23/2025 1:04:17 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {DF508752-6200-4464-A545-6D5D2143112E}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2712; Component = Unknown; Operation = Start IWbemServices::DeleteInstance - Root\Rsop\User\S_1_5_21_1283774291_1801764544_247059453_1000 : RSOP_ExtensionStatus.extensionGuid=""{35378EAC-683F-11D2-A89A-00C04FBBCFA2}""; ResultCode = 0x80041002; PossibleCause = Unknown
22,6/23/2025 1:05:01 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {5685D0C9-6B19-475A-8D33-553C702995FF}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2232; Component = Unknown; Operation = Start IWbemServices::DeleteInstance - Root\Rsop\User\S_1_5_21_1283774291_1801764544_247059453_500 : RSOP_ExtensionStatus.extensionGuid=""{35378EAC-683F-11D2-A89A-00C04FBBCFA2}""; ResultCode = 0x80041002; PossibleCause = Unknown
27,6/23/2025 1:12:45 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 5732; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\wmi : Select * from NvWmiBrightness; ResultCode = 0x80041010; PossibleCause = Unknown
28,6/23/2025 1:12:45 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 5732; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\wmi : Select * from NvWmiBrightness; ResultCode = 0x8004100C; PossibleCause = Unknown
30,6/23/2025 1:42:36 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2260; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\wmi : Select * from NvWmiBrightness; ResultCode = 0x8004100C; PossibleCause = Unknown
31,6/23/2025 1:42:36 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2260; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\wmi : Select * from NvWmiBrightness; ResultCode = 0x8004100C; PossibleCause = Unknown
33,6/23/2025 1:45:38 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2280; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\wmi : Select * from NvWmiBrightness; ResultCode = 0x8004100C; PossibleCause = Unknown
34,6/23/2025 1:45:38 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2280; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\wmi : Select * from NvWmiBrightness; ResultCode = 0x8004100C; PossibleCause = Unknown
36,6/23/2025 1:45:47 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {0544DFB2-9687-4151-B21E-0FE6974F96E7}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7724; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
37,6/23/2025 1:45:47 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {6D219BF9-6070-464B-B171-6CACB2EF3B2F}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7724; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
38,6/23/2025 1:45:47 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {62DCB0B7-492B-47DA-B861-DE06806B6062}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7724; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
40,6/23/2025 1:45:47 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {1C8D4DF7-F725-4DB1-9316-C2702F2D41C9}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7724; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
5,6/23/2025 1:04:14 AM,Microsoft-Windows-WMI-Activity,2,5858,Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DESKTOP-CJNBGDQ; User = NT AUTHORITY\SYSTEM; ClientProcessId = 4436; Component = Unknown; Operation = Start IWbemServices::ExecQuery - root\CIMV2 : SELECT SMBIOSAssetTag FROM Win32_SystemEnclosure ; ResultCode = 0x80041032; PossibleCause = Unknown
69,6/23/2025 1:49:04 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {D45E01A1-0204-4CCF-AA40-50EFF2E57C09}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7528; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
71,6/23/2025 1:49:04 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {17547122-D869-422C-91A1-E7CC77C9A34E}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7528; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
102,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {556963F1-46BA-42FC-AD0D-345155DD61E3}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
103,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {80975368-BC74-4326-A74F-0C18BEAFC42D}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
104,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {F9BD6299-74E8-4C2C-A25A-854E69DA393D}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
105,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {212505D8-4C66-46C2-BEC8-E99DC051AF0F}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
106,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {DA4D5DD3-0089-4646-B0F3-148704BDEE98}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
107,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {515E1001-85AE-41B2-A333-5A2EE0295840}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
108,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {7C21A134-2907-427E-A7DA-6D508151E56B}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
109,6/23/2025 1:58:48 PM,Microsoft-Windows-WMI-Activity,2,5858,Id = {6883DCB0-BB72-481A-9A54-1BD1E7D7B468}; ClientMachine = DESKTOP-CJNBGDQ; User = DESKTOP-CJNBGDQ\Administrator; ClientProcessId = 7560; Component = Provider; Operation = Start IWbemServices::ExecMethod - Root\Microsoft\Windows\TaskScheduler : PS_ScheduledTask::DisableByObject; ResultCode = 0x80041001; PossibleCause = Unknown
